Earth Skin Temperature, Humidity,Surface Pressure,Temperature at 2 Meters Range,Temperature at 2 Meters Minimum,Temperature at 2 Meters Maximum,Wind Speed,date
12.58,4.82,98.23,13.27,5.99,19.26,7.47,2021-03-27
13.19,5.19,98.49,17.0,4.9,21.9,3.15,2021-03-28
13.49,5.62,98.54,17.48,5.48,22.95,5.62,2021-03-29
15.12,5.55,98.36,16.41,7.26,23.67,3.84,2021-03-30
14.65,5.31,97.88,16.16,7.94,24.09,5.89,2021-03-31
12.79,5.49,97.41,15.43,6.37,21.8,3.64,2021-04-01
15.62,6.23,97.0,15.23,8.26,23.5,4.54,2021-04-02
15.5,6.47,96.91,16.04,7.45,23.49,6.16,2021-04-03
13.19,4.46,97.25,16.45,5.11,21.56,2.49,2021-04-04
13.27,4.76,97.33,16.83,4.43,21.26,2.05,2021-04-05
11.36,4.7,97.16,14.02,4.09,18.11,3.96,2021-04-06
9.88,3.23,97.62,15.66,1.08,16.75,6.43,2021-04-07
12.84,5.43,97.78,16.77,3.94,20.71,3.07,2021-04-08
11.39,5.92,97.46,13.72,4.98,18.69,4.24,2021-04-09
11.76,6.9,97.04,9.37,7.23,16.59,2.56,2021-04-10
9.9,6.1,97.14,8.99,5.45,14.44,7.38,2021-04-11
10.71,3.85,98.02,14.94,2.28,17.22,4.03,2021-04-12
11.48,4.39,97.91,14.61,3.3,17.91,2.63,2021-04-13
14.47,6.29,97.46,11.73,8.01,19.74,1.21,2021-04-14
13.23,5.86,97.35,11.72,6.36,18.07,3.07,2021-04-15
10.6,3.72,97.33,12.88,3.49,16.37,6.39,2021-04-16
9.53,3.66,97.46,13.79,1.83,15.62,4.66,2021-04-17
11.92,4.39,97.56,16.09,2.9,19.0,3.12,2021-04-18
14.36,4.88,97.25,17.78,4.42,22.2,2.68,2021-04-19
14.44,7.14,96.99,9.66,8.96,18.62,0.78,2021-04-20
14.76,6.96,96.89,10.61,8.82,19.43,5.97,2021-04-21
12.15,6.9,97.27,7.48,8.21,15.69,3.56,2021-04-22
14.07,5.8,97.58,15.33,6.41,21.74,5.84,2021-04-23
14.69,6.47,97.49,13.25,7.73,20.98,5.62,2021-04-24
15.14,6.71,97.02,12.77,9.76,22.53,5.91,2021-04-25
14.62,7.45,96.42,8.17,9.56,17.73,2.88,2021-04-26
14.6,7.63,96.27,7.86,9.83,17.69,3.26,2021-04-27
15.51,7.57,96.32,12.41,8.06,20.47,2.8,2021-04-28
15.59,7.45,96.42,10.89,8.96,19.84,4.66,2021-04-29
14.51,6.41,96.6,12.64,6.87,19.51,3.07,2021-04-30
12.3,5.43,96.94,9.92,7.1,17.02,4.5,2021-05-01
13.27,5.07,97.49,12.49,5.73,18.23,4.38,2021-05-02
14.72,6.23,97.66,12.16,6.97,19.12,2.04,2021-05-03
17.18,5.98,97.31,14.41,9.33,23.73,2.16,2021-05-04
18.08,6.9,97.23,14.7,9.74,24.44,3.8,2021-05-05
20.68,6.84,97.07,18.62,10.43,29.05,4.36,2021-05-06
21.56,8.36,97.32,15.11,12.87,27.98,3.55,2021-05-07
23.69,7.45,97.0,18.19,14.58,32.78,4.87,2021-05-08
17.29,9.09,96.4,10.96,12.69,23.66,2.27,2021-05-09
17.58,5.86,96.57,13.05,9.2,22.25,3.51,2021-05-10
14.87,4.94,97.18,9.66,10.05,19.71,8.6,2021-05-11
16.3,5.68,97.17,13.66,9.33,23.0,7.96,2021-05-12
17.61,6.53,97.0,15.77,8.21,23.98,6.48,2021-05-13
15.6,5.92,97.2,12.23,8.45,20.68,8.67,2021-05-14
19.93,8.18,96.94,15.04,12.23,27.26,6.44,2021-05-15
21.03,8.67,96.88,15.72,12.5,28.21,5.49,2021-05-16
17.16,5.8,97.53,10.83,11.22,22.05,4.52,2021-05-17
20.16,7.2,97.4,16.58,11.04,27.61,8.84,2021-05-18
16.41,5.8,97.97,12.03,9.44,21.48,5.67,2021-05-19
20.83,6.47,97.8,19.35,8.54,27.89,2.15,2021-05-20
22.3,8.85,96.99,14.67,14.43,29.1,4.84,2021-05-21
16.92,5.92,97.15,12.48,10.66,23.14,4.51,2021-05-22
14.17,5.49,97.44,8.95,9.32,18.26,4.99,2021-05-23
17.19,6.29,97.54,14.03,8.91,22.94,5.43,2021-05-24
17.02,5.62,98.09,14.06,8.37,22.42,4.38,2021-05-25
16.81,6.96,97.66,13.16,9.35,22.5,3.37,2021-05-26
22.84,7.81,97.28,18.57,10.86,29.43,3.41,2021-05-27
23.65,8.36,97.28,15.33,14.96,30.29,3.26,2021-05-28
24.24,9.89,97.51,14.91,15.02,29.94,3.43,2021-05-29
21.77,10.62,97.42,8.29,16.51,24.8,3.06,2021-05-30
22.13,9.77,97.1,12.13,16.13,28.26,5.73,2021-05-31
20.33,11.05,96.84,12.11,15.32,27.43,4.23,2021-06-01
23.98,9.46,97.07,15.61,14.54,30.15,6.09,2021-06-02
23.18,9.95,97.46,14.2,15.04,29.24,5.84,2021-06-03
20.66,10.25,97.78,11.2,13.5,24.69,5.38,2021-06-04
18.69,8.73,97.92,11.39,11.08,22.47,5.99,2021-06-05
21.36,8.0,97.69,14.52,13.08,27.59,3.71,2021-06-06
22.11,7.63,97.72,17.82,11.57,29.39,3.59,2021-06-07
25.42,9.16,97.66,19.3,13.23,32.52,3.09,2021-06-08
25.77,10.38,97.66,15.29,16.26,31.55,2.51,2021-06-09
26.25,10.01,97.48,16.09,16.19,32.29,4.67,2021-06-10
24.39,10.38,97.42,12.36,17.67,30.03,4.18,2021-06-11
26.39,10.19,97.72,14.36,17.19,31.55,1.91,2021-06-12
28.6,9.7,97.64,16.79,18.93,35.71,2.36,2021-06-13
29.63,10.68,97.42,17.38,19.11,36.49,5.79,2021-06-14
27.69,12.33,97.34,13.62,19.17,32.8,4.42,2021-06-15
26.54,10.99,96.96,11.82,20.23,32.05,4.42,2021-06-16
21.32,11.6,96.71,7.11,17.79,24.9,5.91,2021-06-17
23.51,10.25,97.05,13.26,15.62,28.87,4.38,2021-06-18
23.97,11.9,97.01,10.83,17.13,27.96,2.38,2021-06-19
22.87,8.54,96.66,11.86,16.54,28.4,6.05,2021-06-20
22.93,7.75,96.71,13.4,14.78,28.18,4.13,2021-06-21
21.51,8.3,97.18,11.5,13.65,25.15,2.31,2021-06-22
19.15,7.63,97.58,9.9,13.02,22.92,1.95,2021-06-23
21.08,8.12,97.82,14.36,11.84,26.2,3.55,2021-06-24
24.84,9.03,97.54,18.09,13.29,31.38,3.91,2021-06-25
26.13,11.29,97.07,14.65,17.75,32.4,2.62,2021-06-26
27.87,8.91,96.8,18.32,16.59,34.91,6.66,2021-06-27
23.22,7.57,97.19,15.57,13.6,29.17,2.1,2021-06-28
22.44,8.06,97.46,13.68,13.83,27.51,3.33,2021-06-29
25.16,9.64,97.35,17.08,13.82,30.9,3.28,2021-06-30
26.97,11.78,97.27,15.8,17.94,33.74,3.02,2021-07-01
29.12,10.93,97.19,18.51,18.04,36.55,2.82,2021-07-02
27.76,12.02,97.08,14.98,19.15,34.13,4.8,2021-07-03
28.16,10.07,97.03,12.7,21.02,33.73,6.04,2021-07-04
30.69,9.64,96.85,18.85,19.5,38.35,4.07,2021-07-05
24.08,10.44,96.92,9.09,18.74,27.83,5.31,2021-07-06
23.55,7.75,97.35,14.18,15.08,29.26,7.05,2021-07-07
21.69,7.57,97.91,13.94,12.93,26.87,4.22,2021-07-08
25.64,8.73,97.74,17.8,14.28,32.08,3.49,2021-07-09
28.18,10.44,97.33,18.62,17.64,36.26,5.29,2021-07-10
28.67,10.99,97.02,19.3,17.94,37.23,4.32,2021-07-11
22.64,9.22,97.05,12.2,14.37,26.57,10.8,2021-07-12
19.73,7.2,97.57,11.92,12.46,24.38,4.06,2021-07-13
21.58,8.06,97.68,14.23,12.83,27.07,1.67,2021-07-14
24.48,8.61,97.59,15.95,14.17,30.12,3.98,2021-07-15
25.59,8.48,97.53,17.91,14.69,32.61,3.29,2021-07-16
27.64,9.64,97.42,18.68,16.3,34.98,3.77,2021-07-17
28.36,10.19,97.09,17.45,17.67,35.12,3.83,2021-07-18
30.2,11.35,96.98,16.62,19.23,35.86,2.31,2021-07-19
31.37,11.23,97.07,17.2,20.56,37.76,1.84,2021-07-20
31.55,12.21,97.36,16.82,20.77,37.59,4.59,2021-07-21
32.84,9.52,97.19,18.39,22.33,40.73,2.78,2021-07-22
30.42,7.57,96.78,19.45,20.49,39.94,6.29,2021-07-23
27.3,8.42,96.8,14.52,18.41,32.93,3.17,2021-07-24
26.15,9.09,96.83,13.62,17.15,30.77,3.13,2021-07-25
25.24,9.77,97.08,11.82,17.57,29.39,5.27,2021-07-26
28.51,9.64,97.01,16.75,17.08,33.84,3.8,2021-07-27
28.76,10.74,97.12,14.22,18.95,33.18,3.96,2021-07-28
30.46,11.41,97.0,17.43,19.73,37.15,4.25,2021-07-29
29.37,10.44,96.9,15.2,20.3,35.49,5.66,2021-07-30
22.66,9.09,96.93,10.75,15.06,25.81,7.09,2021-07-31
21.51,6.96,97.23,13.7,12.94,26.64,5.37,2021-08-01
25.36,8.06,97.23,16.8,14.02,30.83,3.85,2021-08-02
27.36,9.03,97.11,16.34,16.86,33.2,3.96,2021-08-03
26.73,9.83,97.13,10.78,19.61,30.39,4.66,2021-08-04
28.83,7.69,97.0,19.78,16.89,36.67,2.02,2021-08-05
28.5,9.09,96.6,17.92,17.73,35.65,5.68,2021-08-06
26.36,8.12,96.58,14.06,18.03,32.09,8.05,2021-08-07
25.15,8.3,97.22,14.41,15.44,29.83,3.1,2021-08-08
29.01,10.99,97.32,16.2,18.05,34.25,4.98,2021-08-09
30.27,10.01,97.26,17.48,19.4,36.87,5.74,2021-08-10
28.73,11.66,97.4,12.78,21.41,34.19,2.98,2021-08-11
31.84,10.8,97.42,18.6,23.23,41.82,6.51,2021-08-12
30.48,11.54,97.73,17.87,20.21,38.08,4.67,2021-08-13
30.56,10.62,97.56,18.41,22.08,40.48,10.58,2021-08-14
30.71,10.8,97.37,17.73,20.55,38.27,6.7,2021-08-15
24.5,8.18,97.6,13.85,16.76,30.62,3.2,2021-08-16
23.08,7.87,97.72,13.6,15.38,28.98,3.51,2021-08-17
23.53,7.81,97.48,16.54,13.74,30.28,3.13,2021-08-18
25.38,9.89,97.19,15.4,15.37,30.77,4.74,2021-08-19
28.95,11.23,97.12,17.3,18.31,35.61,5.76,2021-08-20
29.8,10.38,97.34,16.45,20.28,36.73,2.85,2021-08-21
28.37,10.01,97.64,15.22,19.18,34.4,3.59,2021-08-22
26.13,9.34,97.49,14.2,18.02,32.22,2.05,2021-08-23
25.69,8.24,97.19,15.25,16.45,31.7,5.13,2021-08-24
24.55,11.41,97.07,11.03,18.26,29.3,5.05,2021-08-25
26.94,12.15,97.1,14.94,18.27,33.21,3.22,2021-08-26
26.73,9.4,97.1,14.76,18.99,33.75,2.8,2021-08-27
24.65,7.26,97.1,15.11,16.73,31.83,5.08,2021-08-28
24.79,8.24,97.08,15.22,15.71,30.93,1.84,2021-08-29
23.75,9.83,97.11,12.17,16.56,28.73,2.91,2021-08-30
25.56,10.86,97.3,14.7,16.51,31.21,3.16,2021-08-31
23.48,13.18,97.38,9.69,18.7,28.39,6.38,2021-09-01
22.29,11.41,97.42,9.86,16.8,26.65,3.77,2021-09-02
23.95,10.93,97.29,12.32,17.07,29.39,3.52,2021-09-03
25.5,10.99,97.22,15.27,16.34,31.62,2.02,2021-09-04
26.51,12.08,97.38,14.09,18.98,33.05,2.73,2021-09-05
27.3,13.12,97.53,15.28,19.58,34.86,3.46,2021-09-06
25.83,11.78,97.35,12.67,20.03,32.7,4.7,2021-09-07
25.89,11.84,96.97,14.2,17.79,31.99,2.52,2021-09-08
24.65,10.56,97.0,11.88,18.01,29.89,5.17,2021-09-09
23.48,9.64,97.32,11.77,17.14,28.91,2.94,2021-09-10
24.32,10.44,97.45,15.12,15.54,30.65,4.29,2021-09-11
25.74,9.64,97.19,14.91,17.3,32.2,3.88,2021-09-12
23.68,10.8,97.17,12.08,19.07,31.15,3.09,2021-09-13
22.62,10.68,97.08,10.09,18.62,28.71,5.44,2021-09-14
23.03,10.62,97.11,11.97,16.55,28.51,3.28,2021-09-15
21.08,10.86,97.42,8.93,16.19,25.12,4.72,2021-09-16
22.55,9.58,97.19,15.13,14.12,29.25,3.99,2021-09-17
20.15,9.52,97.2,10.94,13.57,24.51,6.2,2021-09-18
18.1,7.69,97.67,12.36,11.31,23.67,3.37,2021-09-19
17.76,7.63,97.77,10.67,12.1,22.77,4.38,2021-09-20
16.78,7.08,97.95,9.59,11.16,20.74,5.96,2021-09-21
17.94,8.48,97.81,13.82,10.37,24.19,2.8,2021-09-22
19.86,9.4,97.65,10.68,14.79,25.47,3.79,2021-09-23
20.28,10.5,97.36,10.33,15.66,25.99,4.05,2021-09-24
21.41,10.44,97.31,13.23,15.52,28.76,3.34,2021-09-25
19.99,8.61,97.62,13.18,13.51,26.69,4.55,2021-09-26
20.44,8.12,97.73,13.61,14.12,27.73,3.32,2021-09-27
19.59,9.16,97.73,14.33,13.07,27.4,5.38,2021-09-28
18.11,8.06,98.18,10.34,13.05,23.39,3.23,2021-09-29
17.26,8.12,98.13,9.97,12.41,22.38,4.84,2021-09-30
18.26,7.75,97.68,13.46,12.06,25.52,2.3,2021-10-01
20.68,7.57,97.07,15.97,13.87,29.83,1.65,2021-10-02
16.28,8.79,96.8,10.2,10.84,21.03,7.02,2021-10-03
13.63,6.29,97.43,11.92,8.86,20.78,4.83,2021-10-04
16.23,7.39,97.56,14.47,9.18,23.65,3.16,2021-10-05
15.76,7.08,98.02,10.51,10.8,21.3,2.42,2021-10-06
16.5,6.59,97.72,14.9,9.62,24.52,2.7,2021-10-07
16.26,6.29,97.62,15.36,9.26,24.63,3.08,2021-10-08
15.33,6.84,97.74,13.62,8.48,22.09,2.92,2021-10-09
15.55,7.26,97.86,12.46,9.71,22.17,2.72,2021-10-10
14.83,6.41,97.91,13.8,8.85,22.65,4.3,2021-10-11
14.86,5.31,97.55,15.7,8.02,23.72,1.59,2021-10-12
14.44,5.74,97.62,15.24,7.44,22.69,3.9,2021-10-13
15.05,6.47,97.82,15.45,7.52,22.98,3.26,2021-10-14
15.2,6.23,97.53,12.81,10.87,23.68,5.1,2021-10-15
14.06,6.9,97.45,10.3,9.31,19.61,5.97,2021-10-16
15.76,8.42,97.54,7.42,13.3,20.73,2.23,2021-10-17
17.92,8.97,97.92,11.9,12.76,24.65,2.8,2021-10-18
18.87,8.73,98.07,11.62,14.55,26.17,2.75,2021-10-19
19.05,8.73,97.63,13.26,12.99,26.25,4.21,2021-10-20
15.56,7.08,97.47,9.88,10.4,20.29,4.22,2021-10-21
14.3,6.65,97.61,12.46,8.7,21.16,2.62,2021-10-22
12.52,5.68,97.82,12.76,7.44,20.19,4.88,2021-10-23
12.24,4.64,97.88,15.05,6.6,21.65,2.66,2021-10-24
12.23,4.82,97.8,14.2,6.72,20.91,2.88,2021-10-25
13.07,6.47,97.93,13.34,7.66,21.01,3.3,2021-10-26
13.44,6.23,97.75,13.88,7.53,21.4,3.23,2021-10-27
14.36,6.96,97.27,11.47,9.83,21.3,2.41,2021-10-28
13.45,7.69,96.8,8.62,10.82,19.44,3.23,2021-10-29
17.03,9.77,96.33,11.57,12.62,24.19,4.91,2021-10-30
18.6,10.56,96.49,11.51,14.34,25.85,7.51,2021-10-31
13.83,7.08,96.7,10.32,8.8,19.12,6.49,2021-11-01
11.35,5.74,96.57,11.01,6.45,17.46,3.28,2021-11-02
9.7,5.55,96.27,7.13,6.61,13.74,5.53,2021-11-03
8.15,5.13,96.97,7.34,4.9,12.25,2.08,2021-11-04
8.15,4.52,97.67,11.3,3.39,14.69,4.37,2021-11-05
7.19,4.15,98.07,14.0,1.85,15.86,4.1,2021-11-06
8.15,4.7,97.79,13.41,2.48,15.89,4.93,2021-11-07
11.12,5.86,97.41,11.19,6.74,17.94,4.12,2021-11-08
8.48,4.33,97.45,12.54,3.87,16.41,4.8,2021-11-09
9.51,4.94,97.51,13.02,4.3,17.33,2.05,2021-11-10
9.83,6.16,97.51,9.55,5.82,15.37,4.75,2021-11-11
11.81,6.59,97.36,11.93,7.66,19.58,4.52,2021-11-12
12.19,6.77,97.47,10.58,7.74,18.32,3.39,2021-11-13
11.24,6.47,97.32,9.04,7.45,16.48,3.56,2021-11-14
9.68,5.31,97.32,10.55,6.04,16.59,2.83,2021-11-15
8.61,5.19,97.5,10.25,4.6,14.85,3.7,2021-11-16
7.98,4.76,97.73,11.27,3.96,15.23,3.37,2021-11-17
7.29,4.76,98.29,12.21,3.21,15.41,3.91,2021-11-18
6.96,5.19,98.44,12.47,2.57,15.03,3.77,2021-11-19
5.67,6.1,97.97,5.54,4.97,10.51,1.6,2021-11-20
8.68,5.92,97.04,10.9,5.12,16.02,4.95,2021-11-21
7.61,5.86,96.76,6.95,5.03,11.97,4.24,2021-11-22
6.4,5.92,96.77,8.32,1.58,9.9,7.61,2021-11-23
5.87,4.76,96.73,8.92,1.91,10.83,4.83,2021-11-24
4.76,5.13,96.29,3.3,3.76,7.07,3.48,2021-11-25
5.3,4.58,96.41,6.91,3.3,10.21,5.43,2021-11-26
4.95,4.39,95.99,4.2,3.67,7.87,4.84,2021-11-27
4.88,4.64,96.5,4.59,3.0,7.58,2.69,2021-11-28
6.9,5.68,97.11,7.59,4.33,11.91,5.91,2021-11-29
6.92,5.74,98.03,9.65,4.03,13.68,3.6,2021-11-30
5.76,4.94,97.25,9.57,2.77,12.34,3.29,2021-12-01
5.58,4.76,96.74,6.48,3.08,9.57,6.98,2021-12-02
6.88,5.37,97.49,8.12,3.94,12.06,5.62,2021-12-03
7.35,5.55,97.41,9.5,4.08,13.58,4.7,2021-12-04
5.42,4.82,97.17,4.38,4.4,8.77,7.52,2021-12-05
7.71,5.68,97.6,8.88,3.96,12.84,4.1,2021-12-06
9.33,6.71,97.12,10.48,4.64,15.12,5.9,2021-12-07
6.48,4.64,96.57,6.57,3.73,10.3,6.34,2021-12-08
7.37,5.43,97.0,7.07,3.53,10.6,2.5,2021-12-09
10.23,6.23,96.88,5.58,8.2,13.78,4.38,2021-12-10
9.89,6.59,97.64,6.16,8.02,14.18,5.08,2021-12-11
8.44,6.23,98.15,8.05,6.94,14.99,5.52,2021-12-12
5.3,4.82,98.14,11.53,2.56,14.1,2.34,2021-12-13
5.09,4.27,98.22,12.73,2.4,15.15,2.92,2021-12-14
5.62,4.21,98.24,13.62,2.45,16.08,3.18,2021-12-15
4.8,4.52,98.45,11.19,3.51,14.71,2.3,2021-12-16
3.49,4.82,98.46,9.19,2.49,11.68,3.76,2021-12-17
4.35,5.0,98.51,7.12,3.08,10.21,2.41,2021-12-18
2.84,4.58,98.25,9.04,1.59,10.63,1.88,2021-12-19
5.31,4.88,97.69,12.84,1.19,14.04,3.71,2021-12-20
7.31,6.29,97.54,9.47,4.73,14.21,2.83,2021-12-21
7.98,6.65,97.6,10.0,4.91,14.92,2.8,2021-12-22
8.65,6.53,97.5,10.07,5.65,15.73,2.91,2021-12-23
7.9,6.77,96.81,6.2,7.14,13.33,1.43,2021-12-24
7.95,6.53,96.35,10.2,5.36,15.55,3.47,2021-12-25
8.71,6.35,96.57,8.89,5.87,14.76,3.25,2021-12-26
11.01,6.71,96.67,8.59,8.52,17.12,6.55,2021-12-27
10.95,6.65,97.38,10.49,7.69,18.18,3.69,2021-12-28
10.58,7.02,97.87,12.16,6.69,18.85,4.3,2021-12-29
8.98,5.49,98.0,12.99,5.56,18.55,4.39,2021-12-30
8.26,4.27,98.22,13.88,5.67,19.55,4.45,2021-12-31
7.79,4.52,98.34,14.07,4.94,19.01,3.8,2022-01-01
8.95,5.0,98.3,11.69,5.99,17.68,2.87,2022-01-02
9.6,5.86,97.91,12.75,6.1,18.84,3.75,2022-01-03
9.42,6.16,96.79,13.13,5.62,18.75,8.2,2022-01-04
5.23,4.52,97.06,8.42,0.78,9.19,6.39,2022-01-05
1.94,3.17,97.47,9.77,-1.35,8.42,2.48,2022-01-06
4.07,4.33,98.04,11.46,-0.29,11.17,5.27,2022-01-07
5.19,4.09,97.99,9.75,1.65,11.4,4.47,2022-01-08
9.75,6.04,97.23,9.35,5.18,14.52,4.09,2022-01-09
12.2,7.51,97.37,6.96,8.92,15.88,4.97,2022-01-10
8.13,5.19,97.99,12.89,2.09,14.98,4.51,2022-01-11
3.73,3.72,98.49,12.52,0.01,12.53,3.03,2022-01-12
1.64,3.48,98.97,12.76,-2.45,10.3,2.44,2022-01-13
1.24,3.17,98.83,10.19,0.75,10.94,1.9,2022-01-14
1.54,2.99,98.32,12.36,-1.54,10.82,3.34,2022-01-15
1.99,2.87,98.49,12.81,-1.69,11.12,2.99,2022-01-16
2.65,3.3,98.77,11.08,-0.21,10.87,3.46,2022-01-17
2.44,3.23,98.64,13.41,-1.19,12.22,4.58,2022-01-18
3.24,4.09,98.61,13.72,-2.19,11.53,4.37,2022-01-19
5.92,4.82,98.27,10.57,1.99,12.57,2.47,2022-01-20
3.34,3.48,98.21,10.94,-1.29,9.65,2.4,2022-01-21
1.36,2.99,98.53,12.68,-2.75,9.93,3.22,2022-01-22
1.97,3.91,98.38,11.85,-1.53,10.32,3.14,2022-01-23
2.62,4.33,98.48,10.45,0.99,11.44,3.34,2022-01-24
2.91,4.27,98.79,11.39,0.63,12.02,1.39,2022-01-25
3.18,3.72,98.66,13.78,-0.43,13.35,2.69,2022-01-26
4.28,3.36,98.53,15.36,-0.29,15.07,4.72,2022-01-27
4.18,3.48,98.75,12.79,0.01,12.8,4.03,2022-01-28
4.59,3.6,98.89,13.87,-0.35,13.51,4.35,2022-01-29
6.23,3.48,98.4,14.58,1.55,16.13,4.23,2022-01-30
6.44,4.58,98.16,9.87,2.26,12.12,5.54,2022-01-31
7.05,4.58,98.43,10.07,3.11,13.17,3.13,2022-02-01
8.74,5.07,98.2,14.28,4.87,19.15,5.23,2022-02-02
8.69,4.09,97.7,15.02,4.17,19.19,3.82,2022-02-03
7.96,5.19,97.71,7.63,5.07,12.7,2.51,2022-02-04
8.02,4.82,98.09,11.34,2.6,13.94,2.12,2022-02-05
5.55,3.91,98.38,11.91,0.52,12.44,2.52,2022-02-06
8.14,5.37,98.46,10.71,3.69,14.4,5.07,2022-02-07
8.52,5.55,98.64,9.66,5.22,14.88,3.27,2022-02-08
7.32,5.25,98.55,12.16,3.52,15.69,2.57,2022-02-09
7.48,4.82,98.27,12.94,3.27,16.2,1.27,2022-02-10
7.95,5.49,98.16,11.6,3.93,15.53,3.45,2022-02-11
8.66,5.49,97.97,11.84,3.55,15.39,3.03,2022-02-12
10.23,5.31,97.39,13.59,4.51,18.1,4.73,2022-02-13
8.8,4.7,97.22,7.34,5.87,13.22,4.04,2022-02-14
8.12,4.39,98.01,9.87,4.12,13.99,5.38,2022-02-15
9.98,5.43,97.99,13.86,4.12,17.98,3.95,2022-02-16
10.65,6.23,98.02,11.37,6.89,18.26,6.11,2022-02-17
11.68,5.55,97.36,17.61,4.93,22.55,8.12,2022-02-18
7.25,4.82,97.77,9.33,2.99,12.32,3.33,2022-02-19
7.61,4.94,98.32,13.68,1.28,14.96,3.89,2022-02-20
9.05,5.07,98.29,11.43,4.23,15.65,7.04,2022-02-21
9.75,4.94,98.39,13.11,4.65,17.75,3.71,2022-02-22
10.15,4.88,97.99,14.95,3.17,18.12,4.12,2022-02-23
10.01,4.76,97.76,14.15,3.55,17.7,6.41,2022-02-24
8.16,4.7,98.05,8.02,4.9,12.94,3.57,2022-02-25
7.71,4.76,97.95,12.9,1.58,14.48,6.02,2022-02-26
10.01,5.19,97.85,11.38,4.55,15.94,1.9,2022-02-27
10.13,5.8,98.15,9.72,6.52,16.24,3.04,2022-02-28
12.0,4.94,97.96,16.03,4.56,20.59,4.66,2022-03-01
10.82,5.55,97.66,11.58,6.45,18.03,5.84,2022-03-02
11.76,5.68,97.09,14.87,4.33,19.2,6.41,2022-03-03
9.37,5.13,97.23,9.95,4.94,14.89,4.73,2022-03-04
8.16,4.39,97.25,10.52,3.01,13.53,2.54,2022-03-05
7.91,4.64,97.14,10.92,1.53,12.46,4.95,2022-03-06
7.65,5.13,97.16,7.95,3.22,11.16,4.09,2022-03-07
8.48,5.13,97.24,10.47,4.79,15.25,3.07,2022-03-08
9.65,4.58,97.64,15.7,2.46,18.15,2.01,2022-03-09
11.58,5.25,97.46,12.91,6.06,18.98,2.1,2022-03-10
8.75,6.23,97.0,8.95,5.36,14.3,3.08,2022-03-11
10.76,5.19,96.89,11.39,5.92,17.31,5.28,2022-03-12
10.92,5.07,97.0,9.55,7.05,16.58,4.6,2022-03-13
9.52,6.71,97.3,6.7,6.88,13.58,8.34,2022-03-14
13.6,7.2,97.6,8.73,10.51,19.23,4.61,2022-03-15
10.97,7.02,97.52,4.8,8.87,13.68,4.31,2022-03-16
11.19,6.65,97.68,7.51,8.25,15.76,5.0,2022-03-17
10.73,6.1,98.12,9.7,5.63,15.34,5.19,2022-03-18
10.39,6.23,98.18,7.98,6.29,14.26,4.43,2022-03-19
11.36,6.23,98.03,10.32,6.17,16.49,5.06,2022-03-20
10.25,6.71,98.06,5.75,7.92,13.67,5.78,2022-03-21
10.22,5.31,98.21,10.05,5.61,15.66,5.1,2022-03-22
9.8,5.13,98.12,10.41,4.71,15.12,5.4,2022-03-23
9.76,6.1,98.01,8.96,5.04,14.01,4.05,2022-03-24
11.53,5.86,97.74,10.38,7.5,17.88,4.2,2022-03-25
9.29,5.62,97.77,9.72,5.41,15.13,4.36,2022-03-26
10.61,5.55,98.06,13.42,4.2,17.62,4.55,2022-03-27
10.38,5.55,97.71,11.92,5.37,17.3,3.9,2022-03-28
10.91,6.65,96.67,7.21,7.65,14.87,1.9,2022-03-29
11.28,6.29,95.95,8.41,7.48,15.89,6.55,2022-03-30
9.86,5.19,96.01,8.25,5.78,14.03,4.16,2022-03-31
5.44,3.54,96.85,6.84,1.4,8.24,3.39,2022-04-01
5.44,3.23,97.3,9.47,0.66,10.12,5.67,2022-04-02
6.4,2.99,97.24,13.62,-0.59,13.04,3.86,2022-04-03
7.33,3.54,97.29,15.38,-1.36,14.01,2.79,2022-04-04
7.98,3.54,97.1,14.82,-0.36,14.47,4.44,2022-04-05
11.48,4.82,96.86,15.77,3.58,19.36,4.0,2022-04-06
14.48,5.13,97.2,17.93,5.63,23.56,4.23,2022-04-07
14.63,5.62,97.05,14.3,6.62,20.91,5.98,2022-04-08
12.94,5.49,97.32,11.55,7.08,18.64,5.95,2022-04-09
14.54,6.29,97.19,18.09,5.4,23.48,6.66,2022-04-10
15.12,6.47,96.74,15.52,7.86,23.37,6.79,2022-04-11
12.77,7.39,96.7,6.92,10.13,17.06,4.59,2022-04-12
12.08,7.93,97.0,5.42,9.37,14.8,3.2,2022-04-13
16.55,7.26,97.4,14.77,8.55,23.32,4.21,2022-04-14
18.04,7.81,97.72,15.69,9.56,25.25,3.26,2022-04-15
18.47,7.39,97.57,15.31,10.96,26.27,3.98,2022-04-16
18.26,6.65,97.35,17.13,9.15,26.27,3.72,2022-04-17
16.87,6.23,97.16,13.21,10.13,23.35,4.02,2022-04-18
12.71,6.84,96.75,10.57,7.62,18.2,3.8,2022-04-19
11.21,6.23,96.23,8.84,6.76,15.61,7.16,2022-04-20
12.82,6.23,96.17,11.4,6.98,18.38,5.81,2022-04-21
12.75,5.86,95.74,12.69,6.15,18.84,2.8,2022-04-22
11.08,5.37,95.59,7.27,7.53,14.8,7.91,2022-04-23
14.39,5.86,96.61,13.34,7.21,20.55,7.59,2022-04-24
16.89,6.35,96.86,17.04,7.13,24.16,2.8,2022-04-25
17.73,7.02,96.93,15.12,9.45,24.58,4.7,2022-04-26
14.47,7.63,97.26,5.75,11.84,17.6,4.23,2022-04-27
